geo,xora,proorismos,proorismos_onoma,imerominia,evro_ana_taxidi,evro_ana_nyxta,nyxtes_ana_taxidi,kratos_melos,xora_krisis,einai_ellada,einai_ee,omada_xrwmatos
AT,Αυστρία,DOM,Εντός της χώρας,2012-01-01,349.37,94.74,3.7,True,False,False,False,Υπόλοιπες
AT,Αυστρία,DOM,Εντός της χώρας,2013-01-01,347.56,96.89,3.6,True,False,False,False,Υπόλοιπες
AT,Αυστρία,DOM,Εντός της χώρας,2014-01-01,327.94,95.16,3.4,True,False,False,False,Υπόλοιπες
AT,Αυστρία,DOM,Εντός της χώρας,2015-01-01,363.33,103.5,3.5,True,False,False,False,Υπόλοιπες
AT,Αυστρία,DOM,Εντός της χώρας,2016-01-01,370.19,105.61,3.5,True,False,False,False,Υπόλοιπες
AT,Αυστρία,DOM,Εντός της χώρας,2017-01-01,370.03,108.48,3.4,True,False,False,False,Υπόλοιπες
AT,Αυστρία,DOM,Εντός της χώρας,2018-01-01,363.89,104.62,3.5,True,False,False,False,Υπόλοιπες
AT,Αυστρία,DOM,Εντός της χώρας,2019-01-01,374.25,114.04,3.3,True,False,False,False,Υπόλοιπες
AT,Αυστρία,DOM,Εντός της χώρας,2020-01-01,368.93,102.74,3.6,True,False,False,False,Υπόλοιπες
AT,Αυστρία,DOM,Εντός της χώρας,2021-01-01,357.72,105.95,3.4,True,False,False,False,Υπόλοιπες
AT,Αυστρία,DOM,Εντός της χώρας,2022-01-01,390.51,124.88,3.1,True,False,False,False,Υπόλοιπες
AT,Αυστρία,DOM,Εντός της χώρας,2023-01-01,430.8,133.65,3.2,True,False,False,False,Υπόλοιπες
AT,Αυστρία,DOM,Εντός της χώρας,2024-01-01,467.09,143.42,3.3,True,False,False,False,Υπόλοιπες
BE,Βέλγιο,DOM,Εντός της χώρας,2012-01-01,233.85,54.76,4.3,True,False,False,False,Υπόλοιπες
BE,Βέλγιο,DOM,Εντός της χώρας,2013-01-01,232.42,55.24,4.2,True,False,False,False,Υπόλοιπες
BE,Βέλγιο,DOM,Εντός της χώρας,2014-01-01,216.4,54.17,4.0,True,False,False,False,Υπόλοιπες
BE,Βέλγιο,DOM,Εντός της χώρας,2015-01-01,195.1,58.43,3.3,True,False,False,False,Υπόλοιπες
BE,Βέλγιο,DOM,Εντός της χώρας,2016-01-01,230.83,56.1,4.1,True,False,False,False,Υπόλοιπες
BE,Βέλγιο,DOM,Εντός της χώρας,2017-01-01,198.14,58.48,3.4,True,False,False,False,Υπόλοιπες
BE,Βέλγιο,DOM,Εντός της χώρας,2018-01-01,213.91,53.73,4.0,True,False,False,False,Υπόλοιπες
BE,Βέλγιο,DOM,Εντός της χώρας,2019-01-01,196.67,59.1,3.3,True,False,False,False,Υπόλοιπες
BE,Βέλγιο,DOM,Εντός της χώρας,2020-01-01,185.71,48.59,3.8,True,False,False,False,Υπόλοιπες
BE,Βέλγιο,DOM,Εντός της χώρας,2021-01-01,210.06,57.5,3.7,True,False,False,False,Υπόλοιπες
BE,Βέλγιο,DOM,Εντός της χώρας,2022-01-01,235.37,71.52,3.3,True,False,False,False,Υπόλοιπες
BE,Βέλγιο,DOM,Εντός της χώρας,2023-01-01,257.63,80.45,3.2,True,False,False,False,Υπόλοιπες
BE,Βέλγιο,DOM,Εντός της χώρας,2024-01-01,275.16,74.99,3.7,True,False,False,False,Υπόλοιπες
BG,Βουλγαρία,DOM,Εντός της χώρας,2012-01-01,103.49,27.12,3.8,True,False,False,False,Υπόλοιπες
BG,Βουλγαρία,DOM,Εντός της χώρας,2013-01-01,107.24,24.44,4.4,True,False,False,False,Υπόλοιπες
BG,Βουλγαρία,DOM,Εντός της χώρας,2014-01-01,122.71,30.68,4.0,True,False,False,False,Υπόλοιπες
BG,Βουλγαρία,DOM,Εντός της χώρας,2015-01-01,121.25,29.97,4.0,True,False,False,False,Υπόλοιπες
BG,Βουλγαρία,DOM,Εντός της χώρας,2016-01-01,117.62,29.27,4.0,True,False,False,False,Υπόλοιπες
BG,Βουλγαρία,DOM,Εντός της χώρας,2017-01-01,112.05,29.62,3.8,True,False,False,False,Υπόλοιπες
BG,Βουλγαρία,DOM,Εντός της χώρας,2018-01-01,123.88,31.11,4.0,True,False,False,False,Υπόλοιπες
BG,Βουλγαρία,DOM,Εντός της χώρας,2019-01-01,132.49,33.29,4.0,True,False,False,False,Υπόλοιπες
BG,Βουλγαρία,DOM,Εντός της χώρας,2020-01-01,188.66,43.27,4.4,True,False,False,False,Υπόλοιπες
BG,Βουλγαρία,DOM,Εντός της χώρας,2021-01-01,187.25,48.13,3.9,True,False,False,False,Υπόλοιπες
BG,Βουλγαρία,DOM,Εντός της χώρας,2022-01-01,223.42,59.17,3.8,True,False,False,False,Υπόλοιπες
BG,Βουλγαρία,DOM,Εντός της χώρας,2023-01-01,237.49,58.69,4.0,True,False,False,False,Υπόλοιπες
BG,Βουλγαρία,DOM,Εντός της χώρας,2024-01-01,259.11,67.42,3.8,True,False,False,False,Υπόλοιπες
CY,Κύπρος,DOM,Εντός της χώρας,2012-01-01,70.76,22.07,3.2,True,True,False,False,Υπόλοιπες
CY,Κύπρος,DOM,Εντός της χώρας,2013-01-01,133.29,36.91,3.6,True,True,False,False,Υπόλοιπες
CY,Κύπρος,DOM,Εντός της χώρας,2014-01-01,147.08,42.16,3.5,True,True,False,False,Υπόλοιπες
CY,Κύπρος,DOM,Εντός της χώρας,2015-01-01,114.88,44.16,2.6,True,True,False,False,Υπόλοιπες
CY,Κύπρος,DOM,Εντός της χώρας,2016-01-01,120.88,43.38,2.8,True,True,False,False,Υπόλοιπες
CY,Κύπρος,DOM,Εντός της χώρας,2017-01-01,136.05,50.95,2.7,True,True,False,False,Υπόλοιπες
CY,Κύπρος,DOM,Εντός της χώρας,2018-01-01,120.59,51.25,2.4,True,True,False,False,Υπόλοιπες
CY,Κύπρος,DOM,Εντός της χώρας,2019-01-01,128.33,53.09,2.4,True,True,False,False,Υπόλοιπες
CY,Κύπρος,DOM,Εντός της χώρας,2020-01-01,145.21,53.36,2.7,True,True,False,False,Υπόλοιπες
CY,Κύπρος,DOM,Εντός της χώρας,2021-01-01,139.41,53.61,2.6,True,True,False,False,Υπόλοιπες
CY,Κύπρος,DOM,Εντός της χώρας,2022-01-01,154.78,57.5,2.7,True,True,False,False,Υπόλοιπες
CY,Κύπρος,DOM,Εντός της χώρας,2023-01-01,186.73,66.62,2.8,True,True,False,False,Υπόλοιπες
CY,Κύπρος,DOM,Εντός της χώρας,2024-01-01,183.86,62.23,3.0,True,True,False,False,Υπόλοιπες
CZ,Τσεχία,DOM,Εντός της χώρας,2012-01-01,55.63,15.51,3.6,True,False,False,False,Υπόλοιπες
CZ,Τσεχία,DOM,Εντός της χώρας,2013-01-01,57.75,15.78,3.7,True,False,False,False,Υπόλοιπες
CZ,Τσεχία,DOM,Εντός της χώρας,2014-01-01,50.21,13.69,3.7,True,False,False,False,Υπόλοιπες
CZ,Τσεχία,DOM,Εντός της χώρας,2015-01-01,64.87,17.64,3.7,True,False,False,False,Υπόλοιπες
CZ,Τσεχία,DOM,Εντός της χώρας,2016-01-01,66.5,18.01,3.7,True,False,False,False,Υπόλοιπες
CZ,Τσεχία,DOM,Εντός της χώρας,2017-01-01,70.07,19.89,3.5,True,False,False,False,Υπόλοιπες
CZ,Τσεχία,DOM,Εντός της χώρας,2018-01-01,72.38,20.74,3.5,True,False,False,False,Υπόλοιπες
CZ,Τσεχία,DOM,Εντός της χώρας,2019-01-01,78.75,21.19,3.7,True,False,False,False,Υπόλοιπες
CZ,Τσεχία,DOM,Εντός της χώρας,2020-01-01,80.8,19.35,4.2,True,False,False,False,Υπόλοιπες
CZ,Τσεχία,DOM,Εντός της χώρας,2021-01-01,84.3,21.08,4.0,True,False,False,False,Υπόλοιπες
CZ,Τσεχία,DOM,Εντός της χώρας,2022-01-01,99.68,28.14,3.5,True,False,False,False,Υπόλοιπες
CZ,Τσεχία,DOM,Εντός της χώρας,2023-01-01,119.14,30.8,3.9,True,False,False,False,Υπόλοιπες
CZ,Τσεχία,DOM,Εντός της χώρας,2024-01-01,105.29,28.86,3.6,True,False,False,False,Υπόλοιπες
DE,Γερμανία,DOM,Εντός της χώρας,2012-01-01,238.83,63.91,3.7,True,False,False,False,Υπόλοιπες
DE,Γερμανία,DOM,Εντός της χώρας,2013-01-01,243.97,65.06,3.7,True,False,False,False,Υπόλοιπες
DE,Γερμανία,DOM,Εντός της χώρας,2014-01-01,246.47,63.07,3.9,True,False,False,False,Υπόλοιπες
DE,Γερμανία,DOM,Εντός της χώρας,2015-01-01,232.94,59.79,3.9,True,False,False,False,Υπόλοιπες
DE,Γερμανία,DOM,Εντός της χώρας,2016-01-01,237.76,62.55,3.8,True,False,False,False,Υπόλοιπες
DE,Γερμανία,DOM,Εντός της χώρας,2017-01-01,259.96,66.93,3.9,True,False,False,False,Υπόλοιπες
DE,Γερμανία,DOM,Εντός της χώρας,2018-01-01,312.13,78.83,4.0,True,False,False,False,Υπόλοιπες
DE,Γερμανία,DOM,Εντός της χώρας,2019-01-01,313.58,81.03,3.9,True,False,False,False,Υπόλοιπες
DE,Γερμανία,DOM,Εντός της χώρας,2020-01-01,273.75,61.8,4.4,True,False,False,False,Υπόλοιπες
DE,Γερμανία,DOM,Εντός της χώρας,2021-01-01,285.43,72.33,3.9,True,False,False,False,Υπόλοιπες
DE,Γερμανία,DOM,Εντός της χώρας,2022-01-01,347.02,83.55,4.2,True,False,False,False,Υπόλοιπες
DE,Γερμανία,DOM,Εντός της χώρας,2023-01-01,364.29,95.4,3.8,True,False,False,False,Υπόλοιπες
DE,Γερμανία,DOM,Εντός της χώρας,2024-01-01,373.97,98.05,3.8,True,False,False,False,Υπόλοιπες
DK,Δανία,DOM,Εντός της χώρας,2012-01-01,124.95,52.5,2.4,True,False,False,False,Υπόλοιπες
DK,Δανία,DOM,Εντός της χώρας,2013-01-01,196.47,86.68,2.3,True,False,False,False,Υπόλοιπες
DK,Δανία,DOM,Εντός της χώρας,2014-01-01,232.79,93.38,2.5,True,False,False,False,Υπόλοιπες
DK,Δανία,DOM,Εντός της χώρας,2015-01-01,201.24,73.61,2.7,True,False,False,False,Υπόλοιπες
DK,Δανία,DOM,Εντός της χώρας,2016-01-01,233.09,98.14,2.4,True,False,False,False,Υπόλοιπες
DK,Δανία,DOM,Εντός της χώρας,2017-01-01,334.89,129.18,2.6,True,False,False,False,Υπόλοιπες
DK,Δανία,DOM,Εντός της χώρας,2018-01-01,413.33,117.33,3.5,True,False,False,False,Υπόλοιπες
DK,Δανία,DOM,Εντός της χώρας,2019-01-01,271.06,82.65,3.3,True,False,False,False,Υπόλοιπες
DK,Δανία,DOM,Εντός της χώρας,2020-01-01,210.05,63.89,3.3,True,False,False,False,Υπόλοιπες
DK,Δανία,DOM,Εντός της χώρας,2021-01-01,198.19,61.8,3.2,True,False,False,False,Υπόλοιπες
DK,Δανία,DOM,Εντός της χώρας,2022-01-01,193.18,63.53,3.0,True,False,False,False,Υπόλοιπες
DK,Δανία,DOM,Εντός της χώρας,2023-01-01,164.97,54.03,3.1,True,False,False,False,Υπόλοιπες
DK,Δανία,DOM,Εντός της χώρας,2024-01-01,141.97,48.43,2.9,True,False,False,False,Υπόλοιπες
EE,Εσθονία,DOM,Εντός της χώρας,2012-01-01,59.56,21.28,2.8,True,False,False,False,Υπόλοιπες
EE,Εσθονία,DOM,Εντός της χώρας,2013-01-01,61.12,27.54,2.2,True,False,False,False,Υπόλοιπες
EE,Εσθονία,DOM,Εντός της χώρας,2014-01-01,61.19,29.03,2.1,True,False,False,False,Υπόλοιπες
EE,Εσθονία,DOM,Εντός της χώρας,2015-01-01,76.96,35.03,2.2,True,False,False,False,Υπόλοιπες
EE,Εσθονία,DOM,Εντός της χώρας,2016-01-01,70.8,35.14,2.0,True,False,False,False,Υπόλοιπες
EE,Εσθονία,DOM,Εντός της χώρας,2017-01-01,79.28,37.96,2.1,True,False,False,False,Υπόλοιπες
EE,Εσθονία,DOM,Εντός της χώρας,2018-01-01,124.82,65.44,1.9,True,False,False,False,Υπόλοιπες
EE,Εσθονία,DOM,Εντός της χώρας,2019-01-01,131.36,67.14,2.0,True,False,False,False,Υπόλοιπες
EE,Εσθονία,DOM,Εντός της χώρας,2020-01-01,152.83,72.15,2.1,True,False,False,False,Υπόλοιπες
EE,Εσθονία,DOM,Εντός της χώρας,2021-01-01,176.5,77.25,2.3,True,False,False,False,Υπόλοιπες
EE,Εσθονία,DOM,Εντός της χώρας,2022-01-01,164.78,81.67,2.0,True,False,False,False,Υπόλοιπες
EE,Εσθονία,DOM,Εντός της χώρας,2023-01-01,178.48,88.01,2.0,True,False,False,False,Υπόλοιπες
EE,Εσθονία,DOM,Εντός της χώρας,2024-01-01,179.86,85.25,2.1,True,False,False,False,Υπόλοιπες
EL,Ελλάδα,DOM,Εντός της χώρας,2012-01-01,182.31,25.21,7.2,True,True,True,False,Ελλάδα
EL,Ελλάδα,DOM,Εντός της χώρας,2013-01-01,258.54,24.88,10.4,True,True,True,False,Ελλάδα
EL,Ελλάδα,DOM,Εντός της χώρας,2014-01-01,251.83,25.27,10.0,True,True,True,False,Ελλάδα
EL,Ελλάδα,DOM,Εντός της χώρας,2015-01-01,260.27,25.9,10.1,True,True,True,False,Ελλάδα
EL,Ελλάδα,DOM,Εντός της χώρας,2016-01-01,279.58,27.64,10.1,True,True,True,False,Ελλάδα
EL,Ελλάδα,DOM,Εντός της χώρας,2017-01-01,263.11,26.01,10.1,True,True,True,False,Ελλάδα
EL,Ελλάδα,DOM,Εντός της χώρας,2018-01-01,309.81,28.7,10.8,True,True,True,False,Ελλάδα
EL,Ελλάδα,DOM,Εντός της χώρας,2019-01-01,321.65,29.63,10.9,True,True,True,False,Ελλάδα
EL,Ελλάδα,DOM,Εντός της χώρας,2020-01-01,324.19,26.63,12.2,True,True,True,False,Ελλάδα
EL,Ελλάδα,DOM,Εντός της χώρας,2021-01-01,364.54,31.05,11.7,True,True,True,False,Ελλάδα
EL,Ελλάδα,DOM,Εντός της χώρας,2022-01-01,386.15,38.09,10.1,True,True,True,False,Ελλάδα
EL,Ελλάδα,DOM,Εντός της χώρας,2023-01-01,390.63,39.8,9.8,True,True,True,False,Ελλάδα
EL,Ελλάδα,DOM,Εντός της χώρας,2024-01-01,401.79,39.72,10.1,True,True,True,False,Ελλάδα
ES,Ισπανία,DOM,Εντός της χώρας,2012-01-01,136.29,30.67,4.4,True,True,False,False,Υπόλοιπες
ES,Ισπανία,DOM,Εντός της χώρας,2013-01-01,144.72,30.84,4.7,True,True,False,False,Υπόλοιπες
ES,Ισπανία,DOM,Εντός της χώρας,2014-01-01,144.62,31.75,4.6,True,True,False,False,Υπόλοιπες
ES,Ισπανία,DOM,Εντός της χώρας,2015-01-01,165.2,42.29,3.9,True,True,False,False,Υπόλοιπες
ES,Ισπανία,DOM,Εντός της χώρας,2016-01-01,171.47,43.84,3.9,True,True,False,False,Υπόλοιπες
ES,Ισπανία,DOM,Εντός της χώρας,2017-01-01,174.42,46.03,3.8,True,True,False,False,Υπόλοιπες
ES,Ισπανία,DOM,Εντός της χώρας,2018-01-01,178.98,48.53,3.7,True,True,False,False,Υπόλοιπες
ES,Ισπανία,DOM,Εντός της χώρας,2019-01-01,188.86,49.79,3.8,True,True,False,False,Υπόλοιπες
ES,Ισπανία,DOM,Εντός της χώρας,2020-01-01,188.75,39.59,4.8,True,True,False,False,Υπόλοιπες
ES,Ισπανία,DOM,Εντός της χώρας,2021-01-01,204.76,49.4,4.1,True,True,False,False,Υπόλοιπες
ES,Ισπανία,DOM,Εντός της χώρας,2022-01-01,232.9,58.44,4.0,True,True,False,False,Υπόλοιπες
ES,Ισπανία,DOM,Εντός της χώρας,2023-01-01,250.49,63.37,4.0,True,True,False,False,Υπόλοιπες
ES,Ισπανία,DOM,Εντός της χώρας,2024-01-01,258.08,65.05,4.0,True,True,False,False,Υπόλοιπες
EU27_2020,Ευρωπαϊκή Ένωση (27),DOM,Εντός της χώρας,2012-01-01,191.61,43.81,4.4,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),DOM,Εντός της χώρας,2013-01-01,196.14,44.11,4.4,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),DOM,Εντός της χώρας,2014-01-01,192.28,43.86,4.4,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),DOM,Εντός της χώρας,2015-01-01,197.28,46.38,4.3,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),DOM,Εντός της χώρας,2016-01-01,201.98,47.92,4.2,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),DOM,Εντός της χώρας,2017-01-01,221.71,53.41,4.2,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),DOM,Εντός της χώρας,2018-01-01,233.22,55.87,4.2,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),DOM,Εντός της χώρας,2019-01-01,233.75,56.57,4.1,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),DOM,Εντός της χώρας,2020-01-01,225.79,49.12,4.6,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),DOM,Εντός της χώρας,2021-01-01,235.03,54.78,4.3,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),DOM,Εντός της χώρας,2022-01-01,264.02,63.38,4.2,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),DOM,Εντός της χώρας,2023-01-01,274.04,67.45,4.1,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),DOM,Εντός της χώρας,2024-01-01,289.88,71.86,4.0,False,False,False,True,ΕΕ27
FI,Φινλανδία,DOM,Εντός της χώρας,2012-01-01,178.74,65.13,2.7,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,DOM,Εντός της χώρας,2013-01-01,176.29,61.84,2.9,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,DOM,Εντός της χώρας,2014-01-01,172.13,60.41,2.8,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,DOM,Εντός της χώρας,2015-01-01,172.56,61.22,2.8,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,DOM,Εντός της χώρας,2016-01-01,168.27,59.48,2.8,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,DOM,Εντός της χώρας,2017-01-01,167.41,60.31,2.8,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,DOM,Εντός της χώρας,2018-01-01,180.22,64.39,2.8,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,DOM,Εντός της χώρας,2019-01-01,177.68,61.37,2.9,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,DOM,Εντός της χώρας,2020-01-01,183.52,47.01,3.9,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,DOM,Εντός της χώρας,2021-01-01,172.79,49.15,3.5,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,DOM,Εντός της χώρας,2022-01-01,210.69,61.13,3.4,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,DOM,Εντός της χώρας,2023-01-01,220.99,65.04,3.4,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,DOM,Εντός της χώρας,2024-01-01,204.43,62.1,3.3,True,False,False,False,Υπόλοιπες
FR,Γαλλία,DOM,Εντός της χώρας,2012-01-01,246.24,46.19,5.3,True,False,False,False,Υπόλοιπες
FR,Γαλλία,DOM,Εντός της χώρας,2013-01-01,248.56,46.33,5.4,True,False,False,False,Υπόλοιπες
FR,Γαλλία,DOM,Εντός της χώρας,2014-01-01,255.47,47.9,5.3,True,False,False,False,Υπόλοιπες
FR,Γαλλία,DOM,Εντός της χώρας,2015-01-01,261.07,48.47,5.4,True,False,False,False,Υπόλοιπες
FR,Γαλλία,DOM,Εντός της χώρας,2016-01-01,266.43,49.63,5.4,True,False,False,False,Υπόλοιπες
FR,Γαλλία,DOM,Εντός της χώρας,2017-01-01,272.93,55.41,4.9,True,False,False,False,Υπόλοιπες
FR,Γαλλία,DOM,Εντός της χώρας,2018-01-01,291.28,58.14,5.0,True,False,False,False,Υπόλοιπες
FR,Γαλλία,DOM,Εντός της χώρας,2019-01-01,278.03,57.7,4.8,True,False,False,False,Υπόλοιπες
FR,Γαλλία,DOM,Εντός της χώρας,2020-01-01,291.46,55.42,5.3,True,False,False,False,Υπόλοιπες
FR,Γαλλία,DOM,Εντός της χώρας,2021-01-01,280.62,58.43,4.8,True,False,False,False,Υπόλοιπες
FR,Γαλλία,DOM,Εντός της χώρας,2022-01-01,304.58,66.16,4.6,True,False,False,False,Υπόλοιπες
FR,Γαλλία,DOM,Εντός της χώρας,2023-01-01,290.64,64.52,4.5,True,False,False,False,Υπόλοιπες
FR,Γαλλία,DOM,Εντός της χώρας,2024-01-01,296.59,64.54,4.6,True,False,False,False,Υπόλοιπες
HR,Κροατία,DOM,Εντός της χώρας,2012-01-01,137.51,26.97,5.1,True,False,False,False,Υπόλοιπες
HR,Κροατία,DOM,Εντός της χώρας,2013-01-01,146.91,29.28,5.0,True,False,False,False,Υπόλοιπες
HR,Κροατία,DOM,Εντός της χώρας,2014-01-01,119.4,22.48,5.3,True,False,False,False,Υπόλοιπες
HR,Κροατία,DOM,Εντός της χώρας,2015-01-01,147.64,23.9,6.2,True,False,False,False,Υπόλοιπες
HR,Κροατία,DOM,Εντός της χώρας,2016-01-01,162.67,24.67,6.6,True,False,False,False,Υπόλοιπες
HR,Κροατία,DOM,Εντός της χώρας,2017-01-01,183.6,26.99,6.8,True,False,False,False,Υπόλοιπες
HR,Κροατία,DOM,Εντός της χώρας,2018-01-01,184.55,31.82,5.8,True,False,False,False,Υπόλοιπες
HR,Κροατία,DOM,Εντός της χώρας,2019-01-01,175.78,30.52,5.8,True,False,False,False,Υπόλοιπες
HR,Κροατία,DOM,Εντός της χώρας,2020-01-01,179.48,28.57,6.3,True,False,False,False,Υπόλοιπες
HR,Κροατία,DOM,Εντός της χώρας,2021-01-01,221.93,36.9,6.0,True,False,False,False,Υπόλοιπες
HR,Κροατία,DOM,Εντός της χώρας,2022-01-01,248.83,38.61,6.4,True,False,False,False,Υπόλοιπες
HR,Κροατία,DOM,Εντός της χώρας,2023-01-01,280.21,45.84,6.1,True,False,False,False,Υπόλοιπες
HR,Κροατία,DOM,Εντός της χώρας,2024-01-01,343.07,60.84,5.6,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,DOM,Εντός της χώρας,2012-01-01,55.63,17.65,3.2,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,DOM,Εντός της χώρας,2013-01-01,64.49,20.0,3.2,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,DOM,Εντός της χώρας,2014-01-01,67.14,21.39,3.1,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,DOM,Εντός της χώρας,2015-01-01,67.39,22.07,3.1,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,DOM,Εντός της χώρας,2016-01-01,70.25,22.96,3.1,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,DOM,Εντός της χώρας,2017-01-01,77.06,25.71,3.0,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,DOM,Εντός της χώρας,2018-01-01,79.66,25.22,3.2,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,DOM,Εντός της χώρας,2019-01-01,87.79,27.99,3.1,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,DOM,Εντός της χώρας,2020-01-01,102.62,29.97,3.4,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,DOM,Εντός της χώρας,2021-01-01,99.86,31.04,3.2,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,DOM,Εντός της χώρας,2022-01-01,108.1,36.78,2.9,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,DOM,Εντός της χώρας,2023-01-01,134.11,44.03,3.0,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,DOM,Εντός της χώρας,2024-01-01,144.82,48.22,3.0,True,False,False,False,Υπόλοιπες
IE,Ιρλανδία,DOM,Εντός της χώρας,2012-01-01,191.86,68.09,2.8,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,DOM,Εντός της χώρας,2013-01-01,184.82,67.18,2.8,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,DOM,Εντός της χώρας,2014-01-01,195.89,70.24,2.8,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,DOM,Εντός της χώρας,2015-01-01,195.54,73.93,2.6,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,DOM,Εντός της χώρας,2016-01-01,199.42,76.07,2.6,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,DOM,Εντός της χώρας,2017-01-01,196.46,76.5,2.6,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,DOM,Εντός της χώρας,2018-01-01,185.8,73.33,2.5,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,DOM,Εντός της χώρας,2019-01-01,195.38,78.37,2.5,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,DOM,Εντός της χώρας,2020-01-01,204.05,69.0,3.0,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,DOM,Εντός της χώρας,2021-01-01,239.75,77.93,3.1,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,DOM,Εντός της χώρας,2022-01-01,222.74,89.97,2.5,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,DOM,Εντός της χώρας,2023-01-01,227.76,94.08,2.4,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,DOM,Εντός της χώρας,2024-01-01,230.14,102.37,2.2,True,True,False,False,Υπόλοιπες
IT,Ιταλία,DOM,Εντός της χώρας,2012-01-01,318.14,50.94,6.2,True,True,False,False,Υπόλοιπες
IT,Ιταλία,DOM,Εντός της χώρας,2013-01-01,313.54,47.97,6.5,True,True,False,False,Υπόλοιπες
IT,Ιταλία,DOM,Εντός της χώρας,2014-01-01,247.8,45.46,5.5,True,True,False,False,Υπόλοιπες
IT,Ιταλία,DOM,Εντός της χώρας,2015-01-01,294.66,54.66,5.4,True,True,False,False,Υπόλοιπες
IT,Ιταλία,DOM,Εντός της χώρας,2016-01-01,301.05,57.96,5.2,True,True,False,False,Υπόλοιπες
IT,Ιταλία,DOM,Εντός της χώρας,2017-01-01,328.49,59.57,5.5,True,True,False,False,Υπόλοιπες
IT,Ιταλία,DOM,Εντός της χώρας,2018-01-01,296.49,58.93,5.0,True,True,False,False,Υπόλοιπες
IT,Ιταλία,DOM,Εντός της χώρας,2019-01-01,325.9,60.95,5.3,True,True,False,False,Υπόλοιπες
IT,Ιταλία,DOM,Εντός της χώρας,2020-01-01,342.05,58.13,5.9,True,True,False,False,Υπόλοιπες
IT,Ιταλία,DOM,Εντός της χώρας,2021-01-01,380.01,58.96,6.4,True,True,False,False,Υπόλοιπες
